Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,46.144001,46.276001,43.799999,44.681999,44.681999,34135500
2016-01-05,45.271999,45.377998,44.000000,44.686001,44.686001,15934000
2016-01-06,44.000000,44.009998,43.195999,43.807999,43.807999,18895500
2016-01-07,42.838001,43.688000,42.734001,43.130001,43.130001,17771500
2016-01-08,43.571999,44.088001,42.153999,42.200001,42.200001,18140500
2016-01-11,42.801998,42.889999,40.599998,41.570000,41.570000,20457000
2016-01-12,42.320000,42.748001,41.062000,41.993999,41.993999,15459500
2016-01-13,42.402000,42.529999,40.000000,40.062000,40.062000,20632000
2016-01-14,40.442001,42.000000,38.675999,41.236000,41.236000,32453500
2016-01-15,39.793999,41.014000,39.450001,40.998001,40.998001,27893000
2016-01-19,41.742001,42.094002,40.155998,40.944000,40.944000,20193500
2016-01-20,39.880001,40.256001,38.250000,39.740002,39.740002,29193000
2016-01-21,40.310001,40.646000,39.004002,39.993999,39.993999,15831000
2016-01-22,40.959999,41.099998,39.806000,40.509998,40.509998,15620500
2016-01-25,40.012001,40.714001,39.175999,39.276001,39.276001,13493500
2016-01-26,39.340000,39.563999,37.776001,38.712002,38.712002,24821000
2016-01-27,38.476002,38.652000,37.153999,37.613998,37.613998,18086000
2016-01-28,38.158001,38.256001,36.481998,37.939999,37.939999,22964000
2016-01-29,37.990002,38.748001,37.616001,38.240002,38.240002,14261500
2016-02-01,37.751999,39.903999,36.549999,39.388000,39.388000,26488000
2016-02-02,38.484001,38.624001,36.046001,36.556000,36.556000,28868000
2016-02-03,36.717999,36.787998,34.035999,34.695999,34.695999,39657000
2016-02-04,34.139999,35.195999,33.397999,35.066002,35.066002,21927000
2016-02-05,34.259998,34.599998,31.548000,32.520000,32.520000,47188000
2016-02-08,31.420000,31.430000,29.200001,29.598000,29.598000,46565000
2016-02-09,28.464001,31.958000,28.209999,29.650000,29.650000,43258000
2016-02-10,30.100000,30.993999,28.348000,28.733999,28.733999,52032500
2016-02-11,30.400000,32.652000,29.400000,30.094000,30.094000,71262000
2016-02-12,31.000000,31.402000,28.740000,30.208000,30.208000,36179000
2016-02-16,31.740000,32.590000,30.822001,31.034000,31.034000,27969000
2016-02-17,31.799999,33.868000,31.336000,33.736000,33.736000,29126000
2016-02-18,34.484001,34.590000,32.953999,33.354000,33.354000,19438000
2016-02-19,32.731998,33.498001,32.500000,33.316002,33.316002,14797000
2016-02-22,34.023998,35.782001,33.970001,35.548000,35.548000,25300500
2016-02-23,35.231998,36.346001,34.736000,35.442001,35.442001,29922000
2016-02-24,34.549999,35.900002,33.568001,35.799999,35.799999,26978000
2016-02-25,35.730000,37.703999,35.040001,37.486000,37.486000,28753500
2016-02-26,37.740002,38.400002,37.000000,38.068001,38.068001,30325500
2016-02-29,38.480000,39.270000,37.844002,38.386002,38.386002,22495000
2016-03-01,38.849998,39.189999,36.540001,37.270000,37.270000,33561000
2016-03-02,36.745998,37.703999,36.299999,37.667999,37.667999,24312000
2016-03-03,37.655998,39.484001,36.844002,39.147999,39.147999,24145000
2016-03-04,39.599998,40.806000,39.500000,40.208000,40.208000,32445500
2016-03-07,39.535999,41.939999,39.480000,41.057999,41.057999,26647000
2016-03-08,40.700001,41.500000,40.439999,40.520000,40.520000,20893500
2016-03-09,40.903999,41.874001,40.557999,41.743999,41.743999,16043000
2016-03-10,42.000000,42.658001,40.133999,41.035999,41.035999,25962500
2016-03-11,41.585999,41.883999,41.066002,41.500000,41.500000,16715500
2016-03-14,42.529999,43.344002,42.127998,43.029999,43.029999,20328500
2016-03-15,42.854000,43.793999,42.299999,43.667999,43.667999,15902500
2016-03-16,43.599998,44.515999,43.403999,44.386002,44.386002,17583500
2016-03-17,44.293999,45.700001,44.000000,45.276001,45.276001,18914500
2016-03-18,45.820000,46.896000,45.612000,46.548000,46.548000,23559000
2016-03-21,47.068001,47.976002,47.000000,47.664001,47.664001,26539000
2016-03-22,47.442001,47.798000,46.512001,46.848000,46.848000,21580000
2016-03-23,46.473999,46.945999,44.405998,44.515999,44.515999,24744000
2016-03-24,43.155998,45.778000,43.000000,45.549999,45.549999,24804500
2016-03-28,46.321999,46.962002,45.000000,46.051998,46.051998,19628500
2016-03-29,45.978001,46.476002,45.066002,46.026001,46.026001,20071500
2016-03-30,47.018002,47.099998,45.299999,45.377998,45.377998,20165000
2016-03-31,45.868000,47.484001,45.001999,45.953999,45.953999,40064500
2016-04-01,48.966000,49.580002,46.650002,47.518002,47.518002,79987500
2016-04-04,49.824001,50.424000,48.728001,49.397999,49.397999,67376500
2016-04-05,48.099998,51.312000,48.000000,51.094002,51.094002,49743500
2016-04-06,50.793999,53.548000,50.689999,53.084000,53.084000,58527500
2016-04-07,53.290001,53.868000,50.902000,51.439999,51.439999,44281000
2016-04-08,52.099998,52.164001,49.604000,50.014000,50.014000,36819500
2016-04-11,50.200001,51.798000,49.060001,49.984001,49.984001,45808500
2016-04-12,49.900002,50.360001,48.726002,49.563999,49.563999,28816000
2016-04-13,49.702000,51.099998,49.466000,50.905998,50.905998,24628000
2016-04-14,50.599998,51.368000,50.209999,50.372002,50.372002,20661000
2016-04-15,50.262001,50.919998,49.824001,50.902000,50.902000,18762000
2016-04-18,50.445999,51.661999,50.332001,50.776001,50.776001,21357000
2016-04-19,50.624001,50.874001,48.250000,49.473999,49.473999,31787500
2016-04-20,49.251999,50.731998,48.299999,49.993999,49.993999,25970500
2016-04-21,49.798000,50.180000,49.382000,49.658001,49.658001,13915500
2016-04-22,49.778000,50.799999,49.141998,50.750000,50.750000,18931500
2016-04-25,50.602001,51.476002,50.152000,50.363998,50.363998,18351500
2016-04-26,50.410000,51.146000,49.877998,50.748001,50.748001,16119000
2016-04-27,50.549999,51.000000,49.880001,50.293999,50.293999,16029000
2016-04-28,49.970001,50.686001,49.487999,49.542000,49.542000,12595000
2016-04-29,49.627998,49.686001,47.562000,48.152000,48.152000,27069000
2016-05-02,48.299999,48.638000,46.964001,48.360001,48.360001,19219500
2016-05-03,47.472000,47.782001,46.324001,46.464001,46.464001,21511000
2016-05-04,46.057999,46.891998,44.080002,44.512001,44.512001,43502500
2016-05-05,45.692001,45.728001,41.958000,42.306000,42.306000,56274000
